Receiver,Sender,USD,Migrants From,Migrants To,Migrants
Lithuania,Greece,792911.1943,Lithuania,Greece,554
Lithuania,Hungary,335544.6294,Lithuania,Hungary,264
Lithuania,Iceland,3189977.155,Lithuania,Iceland,3171
Lithuania,Ireland,79502601.13,Lithuania,Ireland,44229
Lithuania,Israel,8673905.161,Lithuania,Israel,3756
Lithuania,Italy,11980154.3,Lithuania,Italy,6317
Lithuania,Kazakhstan,7232375.961,Lithuania,Kazakhstan,4615
Lithuania,Kyrgyzstan,6289858.881,Lithuania,Kyrgyzstan,2578
Lithuania,Latvia,44881765.71,Lithuania,Latvia,14209
Lithuania,Liechtenstein,0,Lithuania,Liechtenstein,3
Lithuania,Luxembourg,1288778.083,Lithuania,Luxembourg,888
Lithuania,Malta,54830.218,Lithuania,Malta,131
Lithuania,Mexico,141056.978,Lithuania,Mexico,65
Lithuania,Netherlands,8185518.007,Lithuania,Netherlands,7326
Lithuania,Norway,76504919.57,Lithuania,Norway,39856
Lithuania,Panama,85489.07755,Lithuania,Panama,54
Lithuania,Poland,115532076.6,Lithuania,Poland,66555
Lithuania,Portugal,811251.7735,Lithuania,Portugal,416
Lithuania,Romania,17097.81551,Lithuania,Romania,354
Lithuania,Russian Federation,147113879.1,Lithuania,Russian Federation,71038
Lithuania,Serbia,0,Lithuania,Serbia,27
Lithuania,Slovakia,174238.3781,Lithuania,Slovakia,199
Lithuania,Slovenia,151976.4974,Lithuania,Slovenia,46
Lithuania,South Africa,632619.1739,Lithuania,South Africa,482
Lithuania,Spain,43365621.22,Lithuania,Spain,16492
Lithuania,Sweden,21819932.59,Lithuania,Sweden,15107
Lithuania,Switzerland,2893699.207,Lithuania,Switzerland,2477
Lithuania,Turkey,824969.5984,Lithuania,Turkey,355
Lithuania,Ukraine,53637984.48,Lithuania,Ukraine,24825
Lithuania,United States of America,103376028.9,Lithuania,United States of America,32434
Lithuania,Venezuela (Bolivarian Republic of),256467.2327,Lithuania,Venezuela (Bolivarian Republic of),136
Luxembourg,Argentina,688055.0623,Luxembourg,Argentina,96
Luxembourg,Australia,6510059.436,Luxembourg,Australia,301
Luxembourg,Austria,19688960.25,Luxembourg,Austria,1178
Luxembourg,Belgium,244630038.3,Luxembourg,Belgium,14435
Luxembourg,Bolivia (Plurinational State of),105854.625,Luxembourg,Bolivia (Plurinational State of),6
Luxembourg,Brazil,1455501.093,Luxembourg,Brazil,68
Luxembourg,Bulgaria,238172.9062,Luxembourg,Bulgaria,109
Luxembourg,Cabo Verde,105854.625,Luxembourg,Cabo Verde,3
Luxembourg,Canada,19424323.68,Luxembourg,Canada,724
Luxembourg,Costa Rica,238172.9062,Luxembourg,Costa Rica,18
Luxembourg,Croatia,0,Luxembourg,Croatia,27
Luxembourg,Cyprus,344027.5312,Luxembourg,Cyprus,8
Luxembourg,Denmark,12940727.9,Luxembourg,Denmark,599
Luxembourg,Estonia,344027.5312,Luxembourg,Estonia,28
Luxembourg,Finland,2408192.718,Luxembourg,Finland,105
Luxembourg,France,344001067.5,Luxembourg,France,15941
Luxembourg,Germany,575055250.2,Luxembourg,Germany,23232
Luxembourg,Greece,18974441.53,Luxembourg,Greece,139
Luxembourg,Hungary,3943084.78,Luxembourg,Hungary,285
Luxembourg,Iceland,3572593.593,Luxembourg,Iceland,180
Luxembourg,Ireland,4101866.718,Luxembourg,Ireland,177
Luxembourg,Italy,134752937.6,Luxembourg,Italy,4648
Luxembourg,Latvia,158781.9375,Luxembourg,Latvia,10
Luxembourg,Liechtenstein,135445.67,Luxembourg,Liechtenstein,2
Luxembourg,Lithuania,608664.0936,Luxembourg,Lithuania,24
Luxembourg,Montenegro,0,Luxembourg,Montenegro,99
Luxembourg,Namibia,0,Luxembourg,Namibia,44
Luxembourg,Netherlands,28554285.09,Luxembourg,Netherlands,1705
Luxembourg,Norway,3466738.968,Luxembourg,Norway,149
Luxembourg,Peru,476345.8124,Luxembourg,Peru,26
Luxembourg,Poland,6562986.749,Luxembourg,Poland,301
Luxembourg,Portugal,107336589.7,Luxembourg,Portugal,4502
Luxembourg,Romania,635127.7499,Luxembourg,Romania,303
Luxembourg,Russian Federation,926227.9685,Luxembourg,Russian Federation,34
Luxembourg,Serbia,0,Luxembourg,Serbia,90
Luxembourg,Slovakia,1587819.375,Luxembourg,Slovakia,90
Luxembourg,Slovenia,2196483.468,Luxembourg,Slovenia,39
Luxembourg,South Africa,529273.1249,Luxembourg,South Africa,29
Luxembourg,Spain,38213519.62,Luxembourg,Spain,1921
Luxembourg,Sweden,7753851.28,Luxembourg,Sweden,386
Luxembourg,Switzerland,62930574.55,Luxembourg,Switzerland,2422
Luxembourg,Turkey,1825992.281,Luxembourg,Turkey,59
Luxembourg,United States of America,81402206.61,Luxembourg,United States of America,3875
Madagascar,Argentina,9284.755835,Madagascar,Argentina,7
Madagascar,Australia,534457.5766,Madagascar,Australia,343
Madagascar,Austria,152213.3095,Madagascar,Austria,133
Madagascar,Belgium,0,Madagascar,Belgium,2391
Madagascar,Bolivia (Plurinational State of),3703.388883,Madagascar,Bolivia (Plurinational State of),5
Madagascar,Botswana,721553.0204,Madagascar,Botswana,560
Madagascar,Brazil,42758.818,Madagascar,Brazil,44
Madagascar,Bulgaria,2626.349274,Madagascar,Bulgaria,1
Madagascar,Canada,4891115.485,Madagascar,Canada,3821
Madagascar,Comoros,6237165.253,Madagascar,Comoros,9605
Madagascar,Costa Rica,0,Madagascar,Costa Rica,3
Madagascar,Cyprus,18104.57939,Madagascar,Cyprus,6
Madagascar,Denmark,122294.9454,Madagascar,Denmark,76
Madagascar,Egypt,22449.47805,Madagascar,Egypt,39
Madagascar,Estonia,1582.117404,Madagascar,Estonia,1
Madagascar,Finland,30961.25541,Madagascar,Finland,19
Madagascar,France,229050072.8,Madagascar,France,137740
Madagascar,Germany,1715871.152,Madagascar,Germany,1765
Madagascar,Greece,74947.45148,Madagascar,Greece,130
Madagascar,Guinea,0,Madagascar,Guinea,8
Madagascar,Hungary,53863.80138,Madagascar,Hungary,44
Madagascar,Iceland,2140.672477,Madagascar,Iceland,2
Madagascar,Ireland,67092.13763,Madagascar,Ireland,12
Madagascar,Italy,3445100.897,Madagascar,Italy,2700
Madagascar,Latvia,0,Madagascar,Latvia,
Madagascar,Liechtenstein,0,Madagascar,Liechtenstein,1
Madagascar,Lithuania,0,Madagascar,Lithuania,6
Madagascar,Luxembourg,28925.29927,Madagascar,Luxembourg,195
Madagascar,Mauritius,2232723.322,Madagascar,Mauritius,2301
Madagascar,Netherlands,376647.8096,Madagascar,Netherlands,215
Madagascar,Norway,1100690.755,Madagascar,Norway,492
Madagascar,Portugal,43458.50213,Madagascar,Portugal,28
Madagascar,Romania,1423.574312,Madagascar,Romania,23
Madagascar,Russian Federation,115809.2804,Madagascar,Russian Federation,82
Madagascar,Seychelles,1195135.021,Madagascar,Seychelles,816
Madagascar,Slovakia,28935.54575,Madagascar,Slovakia,18
Madagascar,Slovenia,38398.36628,Madagascar,Slovenia,22
Madagascar,South Africa,477582.2665,Madagascar,South Africa,515
Madagascar,Spain,0,Madagascar,Spain,620
Madagascar,Sweden,218960.4341,Madagascar,Sweden,137
Madagascar,Switzerland,4155138.537,Madagascar,Switzerland,1991
Malawi,Australia,343027.7667,Malawi,Australia,1658
Malawi,Austria,12426.08831,Malawi,Austria,51
Malawi,Belgium,0,Malawi,Belgium,85
Malawi,Bolivia (Plurinational State of),827.4716711,Malawi,Bolivia (Plurinational State of),7
Malawi,Botswana,798557.4162,Malawi,Botswana,1478
Malawi,Brazil,1824.364755,Malawi,Brazil,11
Malawi,Bulgaria,0,Malawi,Bulgaria,2
Malawi,Canada,176837.5291,Malawi,Canada,719
Malawi,Cyprus,2867.551326,Malawi,Cyprus,6
Malawi,Denmark,29566.86309,Malawi,Denmark,89
Malawi,Egypt,6326.403055,Malawi,Egypt,28
Malawi,Eritrea,67099.49322,Malawi,Eritrea,673
Malawi,Estonia,0,Malawi,Estonia,
Malawi,Finland,6203.237956,Malawi,Finland,103
Malawi,France,29385.68331,Malawi,France,120
Malawi,Guinea,0,Malawi,Guinea,15
Malawi,Hungary,0,Malawi,Hungary,3
Malawi,Iceland,690.700927,Malawi,Iceland,1
Malawi,Ireland,105989.5158,Malawi,Ireland,85
Malawi,Italy,50918.48688,Malawi,Italy,194
Malawi,Latvia,0,Malawi,Latvia,
Malawi,Lesotho,2782.364861,Malawi,Lesotho,67
Malawi,Lithuania,0,Malawi,Lithuania,
Malawi,Luxembourg,0,Malawi,Luxembourg,11
Malawi,Mozambique,6687903.911,Malawi,Mozambique,62643
Malawi,Namibia,0,Malawi,Namibia,386
Malawi,Netherlands,96074.19143,Malawi,Netherlands,351
Malawi,Norway,42061.3563,Malawi,Norway,112
Malawi,Portugal,120369,Malawi,Portugal,521
Malawi,Romania,222.6891971,Malawi,Romania,7
Malawi,Russian Federation,6402.172852,Malawi,Russian Federation,27
Malawi,Slovakia,1778.913168,Malawi,Slovakia,6
Malawi,Slovenia,529.4527314,Malawi,Slovenia,2
Malawi,South Africa,12045014.54,Malawi,South Africa,94119
Malawi,Spain,0,Malawi,Spain,86
Malawi,Sweden,25526.76633,Malawi,Sweden,104
Malawi,Switzerland,42131.17089,Malawi,Switzerland,169
Malawi,Uganda,772.8750818,Malawi,Uganda,5
Malawi,United Republic of Tanzania,1292306.323,Malawi,United Republic of Tanzania,6153
Malawi,Zambia,451253.7073,Malawi,Zambia,13422
Malawi,Zimbabwe,9612562.679,Malawi,Zimbabwe,108491
Malaysia,Algeria,1553325.865,Malaysia,Algeria,859
Malaysia,Argentina,72370.86415,Malaysia,Argentina,2
Malaysia,Australia,135905501.1,Malaysia,Australia,177286
Malaysia,Austria,443693.0171,Malaysia,Austria,588
Malaysia,Bangladesh,202325106.7,Malaysia,Bangladesh,199618
Malaysia,Belgium,0,Malaysia,Belgium,820
Malaysia,Bermuda,47806.78272,Malaysia,Bermuda,48
Malaysia,Bolivia (Plurinational State of),2647.714542,Malaysia,Bolivia (Plurinational State of),8
Malaysia,Brazil,107673.7247,Malaysia,Brazil,154
Malaysia,Brunei Darussalam,595254.3198,Malaysia,Brunei Darussalam,52628
Malaysia,Bulgaria,1765.143028,Malaysia,Bulgaria,20
Malaysia,Cambodia,154450.015,Malaysia,Cambodia,182
Malaysia,Canada,24308038.74,Malaysia,Canada,25618
Malaysia,Cayman Islands,24763.56221,Malaysia,Cayman Islands,19
Malaysia,China,9667688.365,Malaysia,China,4753
Malaysia,Costa Rica,27359.71694,Malaysia,Costa Rica,4
Malaysia,Cyprus,46834.21006,Malaysia,Cyprus,44
Malaysia,Denmark,788111.3013,Malaysia,Denmark,902
Malaysia,Dominican Republic,44128.5757,Malaysia,Dominican Republic,17
Malaysia,Ecuador,46776.29024,Malaysia,Ecuador,35
Malaysia,Egypt,2878948.279,Malaysia,Egypt,2836
Malaysia,Estonia,1784.914598,Malaysia,Estonia,17
Malaysia,Finland,412139.1148,Malaysia,Finland,531
Malaysia,France,2349032.413,Malaysia,France,2901
Malaysia,Germany,4536345.346,Malaysia,Germany,6810
Malaysia,Greece,3530.286056,Malaysia,Greece,61
Malaysia,Guinea,1765.143028,Malaysia,Guinea,
Malaysia,Hungary,111204.0108,Malaysia,Hungary,156
Malaysia,Iceland,32264.41952,Malaysia,Iceland,48
Malaysia,India,11183946.23,Malaysia,India,13601
Malaysia,Indonesia,1746609.026,Malaysia,Indonesia,2378
Malaysia,Ireland,3401303.102,Malaysia,Ireland,4798
Malaysia,Italy,574126.2468,Malaysia,Italy,677
Malaysia,Japan,8582846.88,Malaysia,Japan,10519
Malaysia,Jordan,217995.164,Malaysia,Jordan,282
Malaysia,Latvia,0,Malaysia,Latvia,8
Malaysia,Libya,6854050.378,Malaysia,Libya,8454
Malaysia,Liechtenstein,0,Malaysia,Liechtenstein,
Malaysia,Lithuania,0,Malaysia,Lithuania,11
Malaysia,Luxembourg,27730.59208,Malaysia,Luxembourg,111
Malaysia,Maldives,76783.72172,Malaysia,Maldives,108
Malaysia,Malta,36497.28603,Malaysia,Malta,115
Malaysia,Mauritius,126207.7265,Malaysia,Mauritius,60
Malaysia,Mexico,54719.43387,Malaysia,Mexico,60
Malaysia,Netherlands,3326236.837,Malaysia,Netherlands,4081
Malaysia,New Zealand,15007407.56,Malaysia,New Zealand,21317
Malaysia,Norway,780870.9235,Malaysia,Norway,934
Malaysia,Panama,22064.28785,Malaysia,Panama,33
Malaysia,Papua New Guinea,457172.0443,Malaysia,Papua New Guinea,78
Malaysia,Peru,46776.29024,Malaysia,Peru,80
Malaysia,Philippines,704292.0682,Malaysia,Philippines,842
Malaysia,Poland,38833.14662,Malaysia,Poland,52
Malaysia,Portugal,44808.46232,Malaysia,Portugal,54
Malaysia,Republic of Korea,0,Malaysia,Republic of Korea,1684
Malaysia,Romania,882.5715141,Malaysia,Romania,67
Malaysia,Russian Federation,1330917.843,Malaysia,Russian Federation,1554
Malaysia,Saint Lucia,0,Malaysia,Saint Lucia,8
Malaysia,Singapore,1050669723,Malaysia,Singapore,1132924
Malaysia,Slovakia,12542.66088,Malaysia,Slovakia,23
Malaysia,Slovenia,12647.75743,Malaysia,Slovenia,13
Malaysia,Solomon Islands,0,Malaysia,Solomon Islands,105
Malaysia,South Africa,749303.2154,Malaysia,South Africa,1096
Malaysia,Spain,0,Malaysia,Spain,811
Malaysia,Sri Lanka,152684.8719,Malaysia,Sri Lanka,925
Malaysia,Sweden,1390582.199,Malaysia,Sweden,1711
Malaysia,Switzerland,2278733.289,Malaysia,Switzerland,2507
Malaysia,Thailand,7236203.844,Malaysia,Thailand,1364
Malaysia,Timor-Leste,152684.8719,Malaysia,Timor-Leste,63
Malaysia,Turkey,347733.1765,Malaysia,Turkey,361
Malaysia,United States of America,61999582.07,Malaysia,United States of America,73947
Malaysia,Venezuela (Bolivarian Republic of),24712.00239,Malaysia,Venezuela (Bolivarian Republic of),31
Malaysia,Viet Nam,0,Malaysia,Viet Nam,133
Maldives,Australia,1721301.317,Maldives,Australia,656
Maldives,Austria,31264.43171,Maldives,Austria,14
Maldives,Belgium,0,Maldives,Belgium,4
Maldives,Brazil,26298.54797,Maldives,Brazil,11
Maldives,Bulgaria,6023.973341,Maldives,Bulgaria,
Maldives,Costa Rica,5888.119071,Maldives,Costa Rica,1
Maldives,Denmark,31384.02586,Maldives,Denmark,8
Maldives,Egypt,217916.2274,Maldives,Egypt,28
Maldives,Finland,3388.182109,Maldives,Finland,
Maldives,France,20247.25302,Maldives,France,5
Maldives,Greece,166919.1595,Maldives,Greece,
Maldives,India,574506.4178,Maldives,India,864
Maldives,Ireland,28474.82183,Maldives,Ireland,1
Maldives,Italy,99534.20054,Maldives,Italy,35
Maldives,Liechtenstein,0,Maldives,Liechtenstein,1
Maldives,Lithuania,0,Maldives,Lithuania,1
Maldives,Netherlands,34780.11821,Maldives,Netherlands,19
Maldives,Norway,32643.2787,Maldives,Norway,4
Maldives,Romania,9251.055245,Maldives,Romania,15
Maldives,Russian Federation,138444.7095,Maldives,Russian Federation,43
Maldives,Seychelles,117402.2521,Maldives,Seychelles,37
Maldives,Slovakia,0,Maldives,Slovakia,1
Maldives,Slovenia,0,Maldives,Slovenia,3
Maldives,South Africa,152036.1328,Maldives,South Africa,67
Maldives,Sri Lanka,0,Maldives,Sri Lanka,1408
Maldives,Sweden,69479.05458,Maldives,Sweden,24
Maldives,Switzerland,236638.5547,Maldives,Switzerland,88
Mali,Australia,238789.3875,Mali,Australia,96
Mali,Austria,370810.7182,Mali,Austria,125
Mali,Belgium,0,Mali,Belgium,1028
Mali,Benin,1852363.186,Mali,Benin,3508
Mali,Bolivia (Plurinational State of),1910.587699,Mali,Bolivia (Plurinational State of),1
Mali,Brazil,14079.44452,Mali,Brazil,7
Mali,Bulgaria,2553.780562,Mali,Bulgaria,3
Mali,Burkina Faso,66767264.11,Mali,Burkina Faso,37052
Mali,Cabo Verde,11119.48651,Mali,Cabo Verde,6
Mali,Cameroon,21310856.17,Mali,Cameroon,9556
Mali,Canada,3988727.262,Mali,Canada,2255
Mali,Central African Republic,1169697.248,Mali,Central African Republic,317
Mali,Congo,45161302.21,Mali,Congo,33696
Mali,Côte d'Ivoire,0,Mali,Côte d'Ivoire,522146
Mali,Denmark,193060.6982,Mali,Denmark,53
Mali,Egypt,300964.8206,Mali,Egypt,216
Mali,Finland,21459.43454,Mali,Finland,23
Mali,France,244965720.3,Mali,France,86437
Mali,Gabon,128346389.5,Mali,Gabon,55434
Mali,Gambia,11618697.28,Mali,Gambia,10360
Mali,Germany,3828727.197,Mali,Germany,4101
Mali,Ghana,13310111.95,Mali,Ghana,5900
Mali,Greece,11640.85244,Mali,Greece,105
Mali,Guinea,14581339.55,Mali,Guinea,45192
Mali,Hungary,65673.64127,Mali,Hungary,26
Mali,Iceland,3913.937981,Mali,Iceland,4
Mali,Ireland,170980.3677,Mali,Ireland,30
Mali,Italy,4139563.342,Mali,Italy,21057
Mali,Latvia,0,Mali,Latvia,
Mali,Liberia,1958356.756,Mali,Liberia,1122
Mali,Libya,799016.0034,Mali,Libya,360
Mali,Lithuania,0,Mali,Lithuania,1
Mali,Luxembourg,28293.19406,Mali,Luxembourg,79
Mali,Mauritania,47972905.92,Mali,Mauritania,114379
Mali,Netherlands,640426.4939,Mali,Netherlands,188
Mali,Niger,68799465.39,Mali,Niger,108802
Mali,Nigeria,230512123.3,Mali,Nigeria,172481
Mali,Norway,192087.8289,Mali,Norway,57
Mali,Poland,95851.40361,Mali,Poland,36
Mali,Portugal,358938.8806,Mali,Portugal,127
Mali,Romania,2735.768464,Mali,Romania,467
Mali,Russian Federation,195639.1058,Mali,Russian Federation,71
Mali,Senegal,40505959.09,Mali,Senegal,35360
Mali,Sierra Leone,1097329.615,Mali,Sierra Leone,262
Mali,Slovenia,28263.24569,Mali,Slovenia,6
Mali,South Africa,226738.821,Mali,South Africa,126
Mali,South Sudan,243686.9266,Mali,South Sudan,208
Mali,Spain,71347119.07,Mali,Spain,18734
Mali,Sudan,1183961.79,Mali,Sudan,938
Mali,Sweden,470248.413,Mali,Sweden,187
Mali,Switzerland,1904287.905,Mali,Switzerland,521
Mali,Togo,3501707.291,Mali,Togo,8196
Mali,Tunisia,0,Mali,Tunisia,1058
Mali,Zambia,182332.3031,Mali,Zambia,267
Malta,Argentina,19074.15733,Malta,Argentina,2
Malta,Australia,102693061.5,Malta,Australia,45357
Malta,Austria,209576.2943,Malta,Austria,121
Malta,Belgium,1041807.185,Malta,Belgium,488
Malta,Bolivia (Plurinational State of),7629.662932,Malta,Bolivia (Plurinational State of),5
Malta,Brazil,53407.64052,Malta,Brazil,35
Malta,Bulgaria,70574.38212,Malta,Bulgaria,165
Malta,Canada,18416458.2,Malta,Canada,8037
Malta,Cyprus,74389.21359,Malta,Cyprus,31
Malta,Denmark,196113.8525,Malta,Denmark,136
Malta,Dominican Republic,87741.12372,Malta,Dominican Republic,25
Malta,Estonia,0,Malta,Estonia,14
Malta,Finland,70244.05947,Malta,Finland,53
Malta,France,959764.2119,Malta,France,442
Malta,Germany,1175388.226,Malta,Germany,831
Malta,Greece,38148.31466,Malta,Greece,89
Malta,Hungary,74389.21359,Malta,Hungary,159
Malta,Iceland,5958.324897,Malta,Iceland,9
Malta,Ireland,750400.3702,Malta,Ireland,426
Malta,Italy,3623467.688,Malta,Italy,1984
Malta,Latvia,11444.4944,Malta,Latvia,23
Malta,Liechtenstein,0,Malta,Liechtenstein,3
Malta,Lithuania,0,Malta,Lithuania,19
Malta,Luxembourg,504341.3533,Malta,Luxembourg,244
Malta,Netherlands,644939.0368,Malta,Netherlands,461
Malta,Norway,181731.076,Malta,Norway,105
Malta,Peru,51500.22479,Malta,Peru,37
Malta,Portugal,87741.12372,Malta,Portugal,47
Malta,Romania,15259.32586,Malta,Romania,104
Malta,Russian Federation,99185.61812,Malta,Russian Federation,52
Malta,Serbia,0,Malta,Serbia,52
Malta,Slovakia,28611.236,Malta,Slovakia,45
Malta,Slovenia,24796.40453,Malta,Slovenia,7
Malta,South Africa,455872.3602,Malta,South Africa,408
Malta,Spain,578043.2602,Malta,Spain,420
Malta,Sweden,312393.0957,Malta,Sweden,203
Malta,Switzerland,594707.6617,Malta,Switzerland,312
Malta,Turkey,123982.0226,Malta,Turkey,56
Malta,United States of America,24549929.2,Malta,United States of America,12154
Marshall Islands,Australia,122790.3566,Marshall Islands,Australia,52
Marshall Islands,Bulgaria,2296.086956,Marshall Islands,Bulgaria,
Marshall Islands,Denmark,0,Marshall Islands,Denmark,
Marshall Islands,Greece,22286.25681,Marshall Islands,Greece,
Marshall Islands,Guam,712817.3124,Marshall Islands,Guam,246
Marshall Islands,Guinea,0,Marshall Islands,Guinea,4
Marshall Islands,Italy,13542.91018,Marshall Islands,Italy,
Marshall Islands,Netherlands,14675.47023,Marshall Islands,Netherlands,4
Marshall Islands,Northern Mariana Islands,123786.1133,Marshall Islands,Northern Mariana Islands,45
Marshall Islands,Sweden,2929.313003,Marshall Islands,Sweden,1
Marshall Islands,Switzerland,6335.816828,Marshall Islands,Switzerland,
Marshall Islands,United States of America,27759975.55,Marshall Islands,United States of America,10442
Mauritania,Australia,0,Mauritania,Australia,63
Mauritania,Austria,0,Mauritania,Austria,31
Mauritania,Belgium,0,Mauritania,Belgium,2441
Mauritania,Bolivia (Plurinational State of),0,Mauritania,Bolivia (Plurinational State of),1
Mauritania,Bulgaria,0,Mauritania,Bulgaria,2
Mauritania,Canada,0,Mauritania,Canada,973
Mauritania,Congo,0,Mauritania,Congo,3127
Mauritania,Côte d'Ivoire,0,Mauritania,Côte d'Ivoire,12739
Mauritania,Denmark,0,Mauritania,Denmark,30
Mauritania,Egypt,0,Mauritania,Egypt,154
Mauritania,Estonia,0,Mauritania,Estonia,1
Mauritania,Finland,0,Mauritania,Finland,37
Mauritania,France,0,Mauritania,France,20324
Mauritania,Gambia,0,Mauritania,Gambia,3646
Mauritania,Ghana,0,Mauritania,Ghana,13
Mauritania,Greece,0,Mauritania,Greece,60
Mauritania,Guinea,0,Mauritania,Guinea,1107
Mauritania,Guinea-Bissau,0,Mauritania,Guinea-Bissau,408
Mauritania,Hungary,0,Mauritania,Hungary,5
Mauritania,Iceland,0,Mauritania,Iceland,2
Mauritania,Iraq,0,Mauritania,Iraq,201
Mauritania,Ireland,0,Mauritania,Ireland,7
Mauritania,Italy,0,Mauritania,Italy,849
Mauritania,Jordan,0,Mauritania,Jordan,69
Mauritania,Latvia,0,Mauritania,Latvia,
Mauritania,Libya,0,Mauritania,Libya,380
Mauritania,Lithuania,0,Mauritania,Lithuania,
Mauritania,Luxembourg,0,Mauritania,Luxembourg,11
Mauritania,Mali,0,Mauritania,Mali,24197
Mauritania,Morocco,0,Mauritania,Morocco,1717
Mauritania,Netherlands,0,Mauritania,Netherlands,311
Mauritania,Norway,0,Mauritania,Norway,69
Mauritania,Portugal,0,Mauritania,Portugal,44
Mauritania,Romania,0,Mauritania,Romania,207
Mauritania,Senegal,0,Mauritania,Senegal,46376
Mauritania,Sierra Leone,0,Mauritania,Sierra Leone,89
Mauritania,Slovenia,0,Mauritania,Slovenia,
Mauritania,Spain,0,Mauritania,Spain,8879
Mauritania,Sweden,0,Mauritania,Sweden,75
Mauritania,Switzerland,0,Mauritania,Switzerland,149
Mauritania,Togo,0,Mauritania,Togo,144
Mauritania,Tunisia,0,Mauritania,Tunisia,560
Mauritania,Uganda,0,Mauritania,Uganda,
Mauritius,Australia,46033149.41,Mauritius,Australia,31947
Mauritius,Austria,178394.4427,Mauritius,Austria,126
Mauritius,Belgium,2233800.62,Mauritius,Belgium,3419
Mauritius,Botswana,2492221.033,Mauritius,Botswana,231
Mauritius,Bulgaria,1453.190107,Mauritius,Bulgaria,5
Mauritius,Canada,17871885.18,Mauritius,Canada,17120
Mauritius,Cyprus,19821.47723,Mauritius,Cyprus,8
Mauritius,Denmark,228807.1661,Mauritius,Denmark,157
Mauritius,Estonia,3022.903392,Mauritius,Estonia,10
Mauritius,Finland,64784.07815,Mauritius,Finland,49
Mauritius,France,70388486.58,Mauritius,France,50721
Mauritius,Greece,79496.69224,Mauritius,Greece,37
Mauritius,Guinea,0,Mauritius,Guinea,13
Mauritius,Hungary,83566.37946,Mauritius,Hungary,74
Mauritius,Iceland,9702.029701,Mauritius,Iceland,6
Mauritius,India,438863.4122,Mauritius,India,346
Mauritius,Ireland,4411266.183,Mauritius,Ireland,3705
Mauritius,Italy,14951500.4,Mauritius,Italy,8680
Mauritius,Latvia,0,Mauritius,Latvia,4
Mauritius,Liechtenstein,0,Mauritius,Liechtenstein,1
Mauritius,Lithuania,0,Mauritius,Lithuania,2
Mauritius,Luxembourg,95265.76096,Mauritius,Luxembourg,434
Mauritius,Namibia,0,Mauritius,Namibia,110
Mauritius,Netherlands,583874.1956,Mauritius,Netherlands,416
Mauritius,Norway,307773.5117,Mauritius,Norway,196
Mauritius,Romania,1473.671836,Mauritius,Romania,17
Mauritius,Russian Federation,91163.77406,Mauritius,Russian Federation,62
Mauritius,Seychelles,791967.7013,Mauritius,Seychelles,564
Mauritius,Slovakia,10617.7342,Mauritius,Slovakia,23
Mauritius,Slovenia,13765.56769,Mauritius,Slovenia,5
Mauritius,South Africa,12135590.58,Mauritius,South Africa,10243
Mauritius,Spain,0,Mauritius,Spain,324
Mauritius,Sweden,289295.4501,Mauritius,Sweden,208
Mauritius,Switzerland,4765924.555,Mauritius,Switzerland,2881
Mauritius,United Republic of Tanzania,1152379.755,Mauritius,United Republic of Tanzania,170
Mexico,Antigua and Barbuda,10276.97679,Mexico,Antigua and Barbuda,4
Mexico,Argentina,23338626.91,Mexico,Argentina,1463
Mexico,Australia,8357220.586,Mexico,Australia,6881
Mexico,Austria,3344062.961,Mexico,Austria,2277
Mexico,Bahamas,232555.6257,Mexico,Bahamas,143
Mexico,Belgium,4010855.186,Mexico,Belgium,3133
Mexico,Belize,10136314.29,Mexico,Belize,3997
Mexico,Bolivia (Plurinational State of),16780654.32,Mexico,Bolivia (Plurinational State of),10606
Mexico,Brazil,5423747.199,Mexico,Brazil,3400
Mexico,Bulgaria,54588.46715,Mexico,Bulgaria,97
Mexico,Cabo Verde,5993.090828,Mexico,Cabo Verde,2
Mexico,Canada,155789519.3,Mexico,Canada,86780
Mexico,Cayman Islands,123953.3523,Mexico,Cayman Islands,43
Mexico,Chile,4460657.521,Mexico,Chile,10558
Mexico,Colombia,5551599.804,Mexico,Colombia,5641
Mexico,Costa Rica,8130626.557,Mexico,Costa Rica,3720
Mexico,Croatia,0,Mexico,Croatia,36
Mexico,Cuba,840473.4294,Mexico,Cuba,106
Mexico,Curaçao,27565.99079,Mexico,Curaçao,15
Mexico,Cyprus,160510.4822,Mexico,Cyprus,60
Mexico,Denmark,2559701.656,Mexico,Denmark,1576
Mexico,Dominican Republic,4798468.056,Mexico,Dominican Republic,1563
Mexico,Ecuador,6572422.941,Mexico,Ecuador,2361
Mexico,Egypt,91894.05936,Mexico,Egypt,64
Mexico,El Salvador,3390091.712,Mexico,El Salvador,1742
Mexico,Estonia,53003.31095,Mexico,Estonia,132
Mexico,Finland,1520360.424,Mexico,Finland,995
Mexico,France,26179461.96,Mexico,France,14390
Mexico,Germany,21540914.35,Mexico,Germany,20266
Mexico,Greece,1463781.994,Mexico,Greece,402
Mexico,Guatemala,33393502.09,Mexico,Guatemala,18872
Mexico,Haiti,1218595.135,Mexico,Haiti,299
Mexico,Honduras,2247409.061,Mexico,Honduras,1602
Mexico,Hungary,960254.972,Mexico,Hungary,708
Mexico,Iceland,196450.44,Mexico,Iceland,159
Mexico,Ireland,1936614.217,Mexico,Ireland,347
Mexico,Israel,5782803.935,Mexico,Israel,2525
Mexico,Italy,16575911.78,Mexico,Italy,9884
